Domain	Topic	News	Label
Celebrity	Kim Kardashian Says Kanye  est Is 'Serious' About Running For President	On The Ellen Show  ednesday, reality TV show star Kim Kardashian  est told host Ellen DeGeneres that her husband, rapper Kanye  est, definitely meant what he said when he spontaneously announced at the MTV Video Music Awards that he wants to run for President of the United States.	Legit
Celebrity	Scarlett Johansson's Dirty Talk  ith SNL Stud	Mike  alker Reports…   Never talk dirty to ladies if you wanna turn ’em on — right, guys?	Fake
Celebrity	Harvey  einstein plans to sue New York Times for $50M	Harvey  einstein says he will sue the New York Times for an estimated $50 million after it published a bombshell report claiming the movie mogul subjected actresses and female staffers to “decades of sexual harassment.”	Fake
Celebrity		Jennifer Garner Has Girls Night Out with Chelsea Handler	Legit
Celebrity	'Girl' Fight! Kanye  est Confronts Anna  intour Over Putting Lena Dunham On 'Vogue' Cover Instead Of Fiancée Kim Kardashian	Too big for your designed sneakers, Kanye? During a recent power lunch at the Beverly Hills Polo Lounge, the hip hop star demanded answers from Vogue Editor-In-Chief Anna  intour to the question:  hy did she judge Girls star Lena Dunham as being cover worthy for the famed fashion bible, while his fiance, Kim Kardashian, has long been overlooked?	Fake
Celebrity	Nicki Minaj Did NOT  ear Hot Pants And Crop Top To Serena  illiams’  edding, Despite Report 	Nicki Minaj did not wear hot pants and a crop top to Serena  illiams’ wedding, despite a bogus report based on a photoshopped image. For starters, the rapper didn’t even attend the tennis star’s nuptials. Gossip Cop can set the record straight.  illiams got married to internet entrepreneur Alexis Ohanian in front of friends and family in New Orleans on Thursday. The guest list included many celebrities, including Beyonce, Kim Kardashian, Kelly Rowland, Anna  intour, Ciara and Eva Longoria. Minaj wasn’t in attendance, but the Irish website Her posted a doctored Instagram photo that shows her posing at the party with Beyonce and Rihanna. The site titled its inaccurate article, “ hat Nicki Minaj wore to Serena  illiams’ wedding is not really OK,” and says the singer showed up to the ceremony sporting “white leather hotpants and a crop top.” The misinformed outlet insists Minaj’s outfit was “kinda too much,” further maintaining that she “very much overstepped a wedding etiquette line.” But the site’s opinion about the rapper’s attire is completely moot. Neither Minaj or Rihanna were at the tennis player’s wedding. Both music stars were superimposed into a photo of Beyonce posing alone at the ceremony. It’s unclear if the Irish outlet is trying to trick its readers or get duped by the fake image itself, but Minaj didn’t wear an inappropriate outfit to  illiams’ wedding, which she didn’t attend. It should be noted, Gossip Cop has had to debunk several false stories surrounding the tennis star’s nuptials in the short time since she walked down the aisle.  e recently busted HollywoodLife for fabricating a report about Beyonce and Kardashian having an “icy exchange” at the wedding. Gossip Cop also called out RadarOnline for making up a story about Kardashian getting yelled at for using her phone at  illiams’ wedding. This latest article related to the event is similarly phony.	Legit
Celebrity	Lindsay Lohan Is Reportedly Engaged To Russian Heir	At long last, Lindsay Lohan has found love. 	Legit
Celebrity	Anorexic Angelina Jolie  asting Away	Angelina Jolie’s rail-thin figure is prompting close pals to call for an intervention to save her from death!	Fake
Celebrity	Rosie O'Donnell,  hoopi Goldberg swap weight-loss stories	"(CNN) -- ""The View"" returned to TV on Monday with a new set, two new faces and a pair of returning hosts who've spent their time away focusing on their health."	Legit
Celebrity	Heartbroken Jennifer Aniston Runs For The Border To Adopt	Jennifer Aniston is looking to adopt a baby from south of the border - just weeks after The National ENQUIRER revealed her heartbreak over her estranged brother announcing that he was becoming a father yet again!	Fake
Celebrity	Justin Bieber Parties At Same Grammy Event As Ex Selena Gomez & The  eeknd	"Uh oh!  Justin Bieber, 22, decided to hit up Rihanna's post Grammys bash at 1Oak Feb. 12 to party with the rest of the music industry's biggest stars, and unfortunately for him that included his ex Selena Gomez, 24, and her new boyfriend The  eeknd, 26. As we told you EXCLUSIVELY, the pair couldn't keep their hands to themselves, packing on plenty of PDA while seated in a VIP booth and that apparently didn't sit well with the Biebs. He showed up at the party briefly, then turned around and high-tailed it out of there shortly after arriving. A source tells HollywoodLife.com EXCLUSIVELY that, ""He was there for a hot second...not very long at all! He left almost immediately!"""	Fake
Celebrity	Billy Bush's wife is 'furious' at him after Trump interview leak	Billy Bush may have just posted a new selfie with his wife, but rumors are swirling that all is not well back in their California paradise.	Fake
Celebrity	Celine Dion's Heart- renching Performance of 'My Heart  ill Go On' at 2017 Music Awards:  atch	"Celine Dion marked the 20th anniversary of her heart-wrenching love song, ""My Heart  ill Go On,"" by performing from inside a mile-high chandelier that hung from the venue's ceiling at Sunday night's (May 21) 2017 Billboard Music Awards. As it elevated, so did Dion's vocals. "	Legit
Celebrity	How Janet Jackson lost 70 pounds	The 51-year-old new mom is sporting a sleek physique that her trainer says she accomplished without putting in massive hours of cardio, reportedly shedding 70 pounds.	Legit
Celebrity	George, Amal Clooney donate $1M to Southern Poverty Law Center to combat hate groups	If money talks, George and Amal Clooney made it shout Tuesday, by donating $1 million to the Southern Poverty Law Center to help fight hate groups in the wake of tragedy and violence in Charlottesville, Va.	Legit
Celebrity	GIRL ABOUT TO N: Victoria Beckham is preparing for a fifth baby	Victoria Beckham, right, is preparing for a fifth baby with husband David, according to sources close to her best friend, Tana Ramsay.	Fake
Celebrity	Kim Kardashian Opens Up to About Life After the Paris Robbery	This morning, Kim Kardashian  est is a few minutes late to breakfast because she can’t get this gel-mask thing off her face. She’s staying in a room in the upper reaches of the Baccarat Hotel in midtown Manhattan. A room with a giant bed in it, in which she slept, butt to butt, with her four-year-old daughter, North. And in that room she applied a mask — of the cosmetic variety, not the Halloween variety — only to discover she couldn’t really get it off.  here did she get this gold gel-mask thing that’s supposed to make your skin healthier? Man, when you’re Kim Kardashian  est, you don’t know where everything comes from. People just give you stuff. The vaults and doors and express-delivery accounts of the world open and a free flow of stuff just washes over you. Kim tries to enjoy it, because that’s the enlightened thing to do. But right now she’s upstairs in her room trying to separate her face from the free gel-mask thing.	Legit
Celebrity	Jim Carrey Says He Has Sailed a 'River of Sorrow' in Emotional Stage Appearance	The 55-year-old comedian stopped by documentarian and activist Michael Moore‘s Broadway show The Terms of My Surrender on Thursday night for a candid conversation about the current political climate in the wake of president Donald Trump‘s election.	Legit
Celebrity	Jay-Z: 'Jesus Is Fake News; Lucifer Is  ay Of Truth And Light'	“Jesus Christ is the original fake news,” according to Jay-Z, who claims “Jesus never walked the earth, y’all being played” and “the idea of Jesus is just a tool used by smart people to control dumb people.”	Fake
Celebrity	Robert Pattinson: 'Twilight's the hardest part I've done'	He made his name as teenage vampire heart-throb Edward Cullen in Twilight. Then his turbulent romance with co‑star Kristen Stewart dominated the world's gossip columns. Now Robert Pattinson is older, wiser and shedding his Hollywood pretty-boy image. He talks about his new role in David Michôd's dystopian outback western The Rover 	Legit
Celebrity	Amber Heard Shares Picture From Aquaman Set	Right after filming for Aquaman got underway in Australia, we got our first look as actress Amber Heard as Mera. Now Heard has taken to Twitter to share a picture of herself with Jason Momoa — the actor behind the film's titular role — and director James  an.	Legit
Celebrity	Tragic Gwen Stefani Loses Hearing After Rupturing Eardrum	Pop songbird Gwen Stefani could end up deaf and wreck her fabulous singing career	Fake
Celebrity	Face Lift, Botox, Peels, Oh My! Ellen DeGeneres' Plastic Surgery Obsession Revealed	Ellen DeGeneres' obsession with staying forever young is written all over her face  – literally! In a new report from The National ENQUIRER, sources reveal that the down-to-earth talk show queen is really a plastic surgery junkie in disguise.	Fake
Celebrity	Selena Gomez and Justin Bieber Just Kissed at His Hockey Game	As The  eeknd reconnects with his ex, Bella Hadid, Selena Gomez continues her string of appearances with Justin Bieber. Last night, she supported the Canadian pop star at his hockey game in LA (for the second time). And the two took the PDA to the next level: they were spotted kissing at the rink.	Legit
Celebrity	Blake Shelton and Lindsey Sporrer Cheating on Miranda Lambert - Divorce Expected | Celeb Dirty Laundry	It looks like Miranda Lambert's absolute worst fear may be coming true. Judging from recent photos, Blake Shelton may really have found himself a younger, skinnier version of his standoffish wife! Blake decided to attend Usher's 35th birthday party and Miranda was nowhere to be found. It's almost like she goes out of her way to avoid Blake when he is around anyone that he works with and then throws it in his face that they're always apart! Anyway, on this particular night she was at home but don't think for a minute that Blake was lonely.	Fake
Celebrity	Kim Kardashian explains why she won’t be voting for Trump after all	For a moment there, it seemed that Hillary Clinton had lost the Kim Kardashian vote.	Legit
Celebrity	Is Evian  ater The Secret Behind Cameron Diaz's Great Skin? Read more at: https://tr.im/207sZ	This is one of those rumors that is so ridiculous we wish it were true! Star magazine is reporting in their latest issue that A-list actress Cameron Diaz only uses bottled water to bathe.	Legit
Celebrity	Did Meek Mill Find Nicki Minaj In A Lesbian Tryst  ith Young M.A.?	Finding a story about Nicki Minaj and Meek Mill isn't exactly a stretch. Last year, Meek Mill's beef with Canadian rapper Drake kept us entertained for months, and Minaj is hardly low-profile. Over the past few years, Minaj has become known almost as well for her social media fights as for her music. As a result, celebrity watchers always seem to have an eye for the next Meek Mill and Nicki Minaj story. In recent weeks, most stories about Mill and Minaj have focused on whether or not hip-hop's power couple are still dating or not.	Fake
Celebrity	Mariah Carey, Manager Stella Bulochnikov Split	Mariah Carey and her manager of three years, Stella Bulochnikov, are no longer working together as manager and client, Variety has confirmed.	Legit
Celebrity	Jennifer Aniston, Diva? Actress Rumored To Be 'Unapproachable' On Set, Doesn't Socialize (REPORT)	"Could this former ""Friend"" be less than friendly in real life? Rumor has it that's the case."	Legit
Celebrity	Ellen DeGeneres Dines  ith Mystery Brunette Amid Divorce Rumors  ith Portia de Rossi	Ellen DeGeneres stepped out with a mystery brunette recently amid rumors of her impending divorce with wife Portia de Rossi. Photos of the TV host all smiles with the unknown woman only fuelled speculations of their separation.	Fake
Celebrity	Jake Gyllenhaal Is Not Here for Taylor Swift Questions	Left, by Mike Pont/ ireImage; Right, from GC Images, both from Getty Images.	Legit
Celebrity	"Jennifer Aniston and Justin Theroux Made One ""Massive Miscalculation""  hile Planning Their Secret  edding"	"Uncomfortable seating aside, it sounded as though Jennifer Aniston and Justin Theroux's secret wedding, this summer, went off without a hitch. Incredibly, details about the Malibu nuptials were not leaked to press. Jimmy Kimmel did a ""beautiful"" job ordaining the ceremony, finding the perfect balance between sweet and funny. Howard Stern gave a speech. And afterward, the newlyweds embarked on the fanciest group honeymoon of which we've ever heard. But on  ednesday, while promoting the new season of HBO's The Leftovers, Theroux revealed that the duo did make one ""massive miscalculation"" when planning the wedding."	Legit
Celebrity	Victoria Beckham finally addresses claims she's trying for her FIFTH baby at 42 with husband David	The famous couple, who live in London, already have three sons and a daughter	Legit
Celebrity	Sarah Jessica Parker Inherits Vogue Magazine Control From Anna  intour? | Celeb Dirty Laundry	There's only one Anna  intour, but there's only so long that she can run Vogue. Anna's now 64 years old, and while she's still got plenty of years to keep running Vogue, her reign isn't going to last forever. Eventually, she will have to find a successor, and according to a report from Radar Online, that successor will be Sarah Jessica Parker.	Fake
Celebrity	"Former Beatle Ringo Starr Claims the ""Real"" Paul McCartney Died in 1966 and  as Replaced by Look-Alike"	Beverly Hills| The former drummer of the Beatles, Ringo Starr, surprised the world this morning during an interview in his luxurious Californian residence, when he admitted that the 45-year old rumors about the alleged death of Paul McCartney in 1966 were actually true.	Fake
Celebrity	Jennifer Lopez teases Bye Bye Birdie, NBC's next live musical	NBC's live telecast of Hairspray is still underway, but Jennifer Lopez is already gearing up for the network's next big musical production, Bye Bye Birdie Live!	Legit
Celebrity		Axed! Jennifer Hudson  on’t Be Asked Back To 'The Voice' Over Nightmare Diva Behavior	Fake
Celebrity	Billy Bush officially sacked from NBC Today show after leaked lewd Donald Trump tape scandal	Bush was suspended at the morning show two days after contents of the 2005 tape were reported on October 7.	Legit
Celebrity	 hy Celine Dion and Cher hate each other	Cher wowed the crowd in a barely-there crystal encrusted outfit yesterday as she belted out ‘If I Could Turn Back Time’ and ‘Believe’ at the 2017 Billboard Music Awards.	Fake
Celebrity	Analysis | Kanye  est and how hip-hop tackles mental health	It's not totally clear what's going on with Kanye  est. The rapper, who was filmed delivering onstage rants during recent shows in California, on Monday canceled the remaining 21 dates in his Saint Pablo tour. Hours later, he was reportedly hospitalized for stress and exhaustion.	Legit
Celebrity	Liam Payne Just Dissed Harry Styles' Solo Music	Harry Styles' new music isn't for everyone, not even his former One Direction bandmate Liam Payne.	Fake
Celebrity	Justin Bieber and Selena Gomez excite fans	(CNN)Like love, hope springs eternal for Justin Bieber and Selena Gomez fans.	Legit
Celebrity	Iggy Azalea and Odell Beckham Jr.: Dating!	You might be surprised by the news that Odell Beckham Jr. and Iggy Azalea are dating, but if you stop and think about it for a moment, they actually make perfect sense as a couple.	Fake
Celebrity	Ben Affleck Has A New Fresh Face: BOTOX BEN	FRESHENED UP!?!? After a VERY ROUGH year, doctors say that it appears that Ben Affleck his face freshened up! The rumored help? Botox for his crow’s feet & fillers to soften the lines around his mouth.	Fake
Celebrity	Miley Cyrus and Liam Hemsworth End Engagement	It's officially over: Reps for both Miley Cyrus and Liam Hemsworth confirm to PEOPLE exclusively that the engagement is off between the two stars.	Fake
Celebrity	FKA Twigs Looks Miserable  ith Robert Pattinson At Cannes Film Festival | Celeb Dirty Laundry	FKA Twigs and Robert Pattinson are reportedly going strong. The Twilight star and his fiancée attended the 2017 Cannes Film Festival this week. The couple didn’t look as happy as they are reported to be. It’s been months since fans have seen FKA Twigs and Robert Pattinson together.	Fake
Celebrity	Stop Right Now! The Spice Girls Might Be Planning A Reunion	There are certain things that people just shouldn't joke about. A potential Spice Girls reunion with all five members is one of them.	Legit
Celebrity	Kim Kardashian and Kanye  est's Trial Separation Lasted for Six  eeks (EXCLUSIVE)	After suffering a breakdown at the end of 2016, Kanye  est has been keeping an extremely low profile. But what fans didn't know is that the rapper and his wife Kim Kardashian were going through a trial separation.	Fake
Celebrity	Kanye  est, No 'American Idol' For Me	No 'American Idol' For Me	Legit
Celebrity	Jennifer Lopez & A-Rod  edding On The  ay? He  ants To Marry Her	"Is Jennifer Lopez, 47, the one for Alex Rodriguez, 41? His friends are reportedly starting to think so, according to E! News. ""All his friends can tell he really likes J.Lo [but] in the beginning they thought this may just be a fling,"" a source said. His ""friends are slowly thinking this may actually be a great match."" J-Lo and A-Rod definitely enjoyed their time together on Friday, Mar. 24 when they hung out at the ritzy Hotel Bel-Air."	Fake
Celebrity	Fergie says she and Josh Duhamel still 'great friends'	"Fergie says even though she and husband Josh Duhamel are splitting up, they're still ""great friends"" who love one another and their young son."	Legit
Celebrity	Angelina Jolie, Unbroken	“I never expect to be the one that everybody understands or likes,” Angelina Jolie says. “And that’s O.K., because I know who I am, and the kids know who I am.”	Legit
Celebrity	Prince Harry & Meghan Markle Moving In Together	"A close pal of the ""Suits"" star told The ENQUIRER that Meg is ""turning the palace upside down with her renovations"" - adding: ""She knows what she wants! Meghan's incredibly headstrong when it comes to her own tastes!"" The L.A. native is insisting on eco-friendly renovations, airy open rooms, neutral colors, large comfortable sofas and chairs, and modern glass and metal accessories. But the commoner's ""diva-like"" attitude is making some palace insiders cringe!"	Fake
Celebrity	Cover Story: Angelina Jolie Solo	There’s the Angelina Jolie who’s now a single mother—managing the day-to-day chaos of six kids, and the trauma of her split from Brad Pitt—and there’s the Angelina Jolie whose latest movie, a groundbreaking Netflix original about Cambodia’s genocide, is also a thank-you to the nation that transformed her. At her new L.A. mansion, Jolie reveals the tension between the two Angelinas and the reason her life will never be normal.	Legit
Celebrity	Blake Shelton Addresses Rumors On Twitter In The Best Possible  ay	Blake Shelton has had about enough of all the tabloid chatter regarding him and his wife, Miranda Lambert.	Legit
Celebrity	Allison  illiams’ top-secret wedding revealed	Allison  illiams is getting married on Saturday in a starry secret ceremony out west, Page Six can exclusively reveal.	Fake
Celebrity	Taylor Swift  ent to ''Great Lengths'' to Keep Her Romance Private	Although news has since broke that Taylor Swift is dating British actor Joe Alwyn, she really did try to keep it under wraps for as long as she possibly could.	Legit
Celebrity	Anna Faris Responds To Chris Pratt-Jennifer Lawrence Cheating Rumors As They Promote 'Passengers' On Her Birthday	"""Mom"" actress Anna Faris didn't want to let the tabloids get to her, but when rumors swirled last year about husband Chris Pratt cheated on her with ""Passengers"" co-star Jennifer Lawrence, she felt vulnerable."	Legit
Celebrity	Jennifer Lawrence recalls time she got drunk with Kris Jenner and stripped naked	Jennifer Lawrence had a blast filling in for Jimmy Kimmel on his late-night show Thursday.	Legit
Celebrity	Anderson Cooper on Kathy Griffin: 'I hope she bounces back'	Anderson Cooper has made it clear that he isn’t pleased with Kathy Griffin‘s controversial photo of Donald Trump, but the CNN anchor says he hopes his longtime friend can make a comeback after the headline-making ordeal.	Legit
Celebrity	http://www.rollingstone.com/music/news/taylor-swift-new-song-look-what-you-made-me-do-apparent-kanye-west-diss-w499090	Taylor Swift Releases Apparent Kanye  est Diss Song	Legit
Celebrity	https://www.vanityfair.com/style/2017/09/jim-carrey-roasts-fashion-week	Jim Carrey Attends Fashion  eek Party Just to Roast Fashion  eek Parties	Legit
Celebrity	Kendall & Kylie  ho? Caitlyn Jenner Jump-Starts Adoption Plans	RadarOnline.com can exclusively reveal that Caitlyn Jenner is actively exploring the adoption process in a desperate bid to fill the void caused by her strained relationship with her daughters, Kendall and Kylie.	Fake
Celebrity	Brad Pitt Is Running Back to Jen Aniston During His Divorce From Angelina Jolie (EXCLUSIVE)	As Angelina Jolie continues to twist the knife in Brad Pitt's heart amid their impending divorce, the 53-year-old actor is running back to his ex-wife Jennifer Aniston for support, In Touch has exclusively learned. A year after Angelina, 42, blindsided her husband of two years with divorce papers, the actress got candid with The New York Times, seemingly suggesting that her six children are better off without their father.	Fake
Celebrity	Selena Gomez & The  eeknd's Plans To Double Date  ith Jennifer Aniston & Justin Theroux	"The love advice Jennifer Aniston, 48, gave Selena Gomez, 24, certainly paid off! So how does the A-List star feel about her new beau The  eeknd, 26? ""Jen couldn't be more excited for Selena. She feels like if anyone deserves to be happy and find true love it's Selena,"" an insider tells HollywoodLife.com EXCLUSIVELY.  So sweet!"	Fake
Celebrity	Kim Kardashian and Kanye  est Seeking Charity Donations, Not Baby Gifts	No baby gifts here, please!	Legit
Celebrity	JLo Dumped By NBC After Terrible Ratings - EXCLUSIVE	JLo Dumped By NBC After Terrible Ratings – EXCLUSIVE	Fake
Celebrity	Is Prince Harry Headed To Yale?	NOT since Prince  illiam chose St Andrews as his alma mater has such fevered excitement existed on a university campus, but students hoping to end up sharing a dorm with a prince will have to look a little further afield this time as rumours emerge that Prince Harry is Yale-bound. The 31-year-old royal is thought to be considering Yale Law School in Connecticut as his next move after leaving the army, and the students are understandably excited	Legit
Celebrity	Angelina Jolie Threatens Brad Pitt: Don't Bring The Kids Around Jennifer Aniston	Although Angelina Jolie, 41, and Brad Pitt, 53, opted to make their legal docs involving their split completely private on Jan. 10, 2017, Angie's reportedly got a new demand to add to their split negotiations. She doesn't want Brad's reported new texting buddy, Jennifer Aniston, 48, anywhere near her kids, according to In Touch.	Fake
Celebrity	Ryan Seacrest & Girlfriend Shayna Taylor Step Out for a Good Cause	Ryan Seacrest brought his girlfriend Shayna Taylor out for a great cause last night!	Legit
Celebrity	Beyonce Holds Blue Ivy, Shows Off Baby Bump in Memorial Day Bikini Pic	Oh, baby! Beyoncé, who’s pregnant and expecting twins with husband Jay Z, took to Instagram on Memorial Day, Monday, May 29, to show off her baby bump in an adorable photo featuring their 5-year-old daughter, Blue Ivy.	Legit
Celebrity	Cheers? Sloppy Jessica Simpson & Eric Johnson Becoming Booze Moguls!	Jessica Simpson and Eric Johnson love their booze so much, they’re considering turning their passion into a new business venture, RadarOnline.com has exclusively learned.	Fake
Celebrity	Hollywood Film Awards: See what Angelina Jolie, Margot Robbie and more were wearing	The Hollywood Film Awards took place last night in Los Angeles, with Margot Robbie (pictured in Louis Vuitton), Angelina Jolie and Dakota Johnson among the glamorous guests.	Legit
Celebrity	Kanye  est -- 'Nervous Breakdown' ... Pushed Over Edge by Anniversary of Mom's Funeral	Pushed Over Edge by Anniversary of Mom's Funeral	Fake
Celebrity	Miley Cyrus and Liam Hemsworth wore wedding rings on 'SNL' — and now fans are convinced they got married	"The couple were in a ""Saturday Night Live"" sketch together. Saturday Night Live/YouTube"	Legit
Celebrity	Kim Kardashian Jealous Of Kourtney’s Bikini Body:  orking Out Twice A Day To Compete	Kim Kardashian is green with envy over her sister’s bangin’ bikini bod. But instead of letting Kourtney Kardashian steal her shine, the OG sex symbol is going  on the attack. Here’s her EXCLUSIVE game plan to take back the spotlight!	Fake
Celebrity	Barack Obama ‘ ants To Cut Loose & Party’ Amid Divorce Rumors | #follownews	Now that he’s out of the  hite House and doesn’t have to keep up the sham image of a loving hubby, former President Barack Obama has kicked wife Michelle to the curb and has yanked off his wedding ring, a source claims.	Fake
Celebrity	Kelly Ripa and Megyn Kelly in a Ratings Battle Over 'Megyn Kelly Today' and 'Live  ith Kelly and Ryan'	Things are getting heated! Megyn Kelly Today and Live  ith Kelly and Ryan air during the same time slot (weekdays at 9 a.m.), so it's no surprise there's a ratings battle going on between hosts Megyn Kelly and Kelly Ripa right now!	Fake
Celebrity	Kanye  est  as Designing Looks For Melania Trump On Inauguration Day Before Breakdown	Kanye  est, 38, is the definition of a true workaholic. In addition to his busy Saint Pablo Tour which was just canceled, 'Ye was inspired to make his clothing pop like popcorn and was secretly putting together some designs for future First Lady Melania Trump, 46, to wear.	Fake
Celebrity	Taylor Swift Debuts a Bold Makeunder on Her Reputation Album Cover	Taylor Swift has officially returned. This morning, after a social media blackout followed closely by cryptic clips of a coiling, striking snake, Swift pulled back the curtain on her forthcoming album, Reputation —which expects a November 10 release, according to a subsequent frame—with a stark black and white beauty shot featuring a new take on her trademark beauty look.	Legit
Celebrity	Rosie O'Donnell Sells Her Star Island Mansion for $16.5 Million	2013-06-17T14:07:39-04:00	Legit
Celebrity	Aid worker claims Angelina Jolie adopted son Maddox using fake details	A Cambodian aid worker is making extraordinary claims about Angelina Jolie's 2003 adoption of eldest son Maddox Jolie-Pitt.	Legit
Celebrity	Jennifer Aniston's Diva Set Behavior -  on't Eat Lunch  ith The Cast, Luxury SUV And Private Trailer Miles Away!	Jennifer Aniston is an A-list movie star and RadarOnline.com has exclusively learned that's exactly what she acts like on set.	Fake
