text,target,language,Domain
"Hatimaye Victoria Beckham anashughulikia madai kuwa anajaribu mtoto wake wa FIWILI akiwa na miaka 42 na mumewe David Wanandoa maarufu, ambao wanaishi London, tayari wana watoto watatu na binti",0,Swahili,Celebrity
"Bintang WWE Paige mengungkapkan pikiran homoseksual setelah skandal video bocor ""Bintang WWE, Paige, mengungkapkan dia berpikir untuk melepaskan hubungan seksual hetero setelah gambar dan video eksplisitnya bocor secara online. Dua kali juara asli Divas Saraya-Jade Bevis mengakui dia berpikir untuk melepaskan pria selama periode kontroversi. ""Saya membuat kesalahan besar,"" kata pegulat Inggris berusia 24 tahun itu. Sangat besar Saya menaruh kepercayaan di tangan seseorang yang mengambil keuntungan dari seorang gadis muda bertahun-tahun yang lalu. ""Itu kesalahan saya dan saya akan selalu bertanggung jawab. Tetapi satu hal yang paling sulit adalah berpikir 'suami saya akan meninggalkan saya, keluarga saya akan memungkiri saya'.""",1,Indonesian,Sports
"Kim Kardashian est anathibitisha mtoto njiani Kim Kardashian aligundua video Alhamisi kutoka kwa msimu mpya wa mfululizo wa familia yake ""Kuweka Kardashians.""",0,Swahili,Celebrity
"Caitlyn Jenner: Robert Kardashian Aliamini OJ Simpson Dhamana ya mauaji Memoir anayekuja wa Caitlyn Jenner, Siri ya Maisha yangu, amepewa kitabu kama ""ambacho"" kinadhihirisha zamani zake kama anavyotazama hatma yake. "" Kama yeye anagusa mada kadhaa, kama ushindi wake wa Olimpiki na ndoa tatu zilizoshindwa, ufunuo ambao Robert Kardashian alidai alimwambia kuwa anaamini OJ Simpson alikuwa na hatia ya kumuua Nicole Brown Simpson na Ronald Goldman anatengeneza mawimbi.",0,Swahili,Celebrity
"Công ty einstein Sues einstein, Yêu cầu quyền truy cập vào hồ sơ Harvey einstein, người bị hãng phim sa thải mà ông đã giúp đỡ tìm thấy sau khi tờ New York Times tiết lộ hàng thập kỷ cáo buộc quấy rối tình dục đối với ông, đã kiện Công ty einstein hôm thứ Năm để yêu cầu quyền truy cập vào hồ sơ và email.",0,Vietnamese,Celebrity
"स्पेक होल्डिंग हैंड्स ईथ जस्टिन बीबर के एक्स के रूप में ईकंड यदि आप एक शौकीन अमेरिकी अमेरिकी पाठक हैं, तो ऐसा प्रतीत हो सकता है कि हॉलीवुड में लगभग एक दर्जन एकल लोग हैं, क्योंकि वे सभी एक-दूसरे को डेट करते हैं। यह केविन बेकन के साथ अलगाव के छह डिग्री की तरह है, केवल फिट चाय और कमर प्रशिक्षकों के लिए एक पेंसिल के साथ प्रभावशाली लोगों के लिए, जहां स्कॉट डिसिक कनेक्टिंग फैक्टर है।",1,Hindi,Celebrity
"फॉसिल कॉनस स्मार्टवॉच ट्रेंड खत्म हो गया है फॉसिल ग्रुप अपनी स्मार्टवॉच लाइन में हार मान रहा है। कंपनी ने पहले 300 से अधिक नए स्मार्टवॉच जारी किए, जिसने अपने खुदरा दुकानों में बिक्री की कमी पैदा की। इतने सारे विकल्पों के साथ, ग्राहकों ने अमेज़ॅन पर खरीदारी करने के बजाय कई ऐसे जीवाश्म स्थानों से बाहर चला गया जो एक गैर-स्मार्ट घड़ी के लिए खरीदारी करते हैं जो लागत के एक अंश पर अधिक सटीक रूप से समय रखता है। स्मार्टवॉच की इन नई लाइनों के खराब प्रदर्शन के बारे में पूछे जाने पर, फॉसिल के एक प्रवक्ता ने जवाब दिया, ""व्यापक बाजार अनुसंधान को पूरा करने पर, हमें यह पता चला है कि 2017 में 300 नई स्मार्टवॉच को जारी करना संभवत: 297 बहुत अधिक था।"" स्मार्टवॉच की खरीद में डीजल, एम्पोरियो अरमानी, फॉसिल, माइकल कोर्स और मिसफिट जैसे ब्रांड मंदी से प्रभावित थे। सभी घड़ियों ने नया Android Wear 2.0 ऑपरेटिंग सिस्टम चलाया, और एक स्नैपड्रैगन वेयर 2100 चिप द्वारा संचालित किया गया था। उच्च-रिज़ॉल्यूशन वाले फुल-एएमओएलईडी डिस्प्ले के साथ भी, ग्राहकों ने उपकरणों को रखने के लिए कम जटिल समय का विकल्प चुना।",1,Hindi,Technology
"एल्टन जॉन ने स्टार-स्टडेड पार्टी के साथ 70 वां जन्मदिन मनाया एल्टन जॉन को पता है कि पार्टी कैसे फेंकनी है और शनिवार की रात जब वह 70 साल के हो गए तो निराश नहीं हुए। अंग्रेजी गायक ने अपने दोस्तों के परिवार और कई ए-लिस्टर्स को लॉस एंजिल्स में रेड स्टूडियो के अंदर लाने के लिए इकट्ठा किया। शाम को रोब लोवे द्वारा होस्ट किया गया था और स्टीवी वंडर लेडी गागा रयान एडम्स और अधिक द्वारा प्रदर्शन किया गया था। पार्टी के दौरान एक समय पर वंडर ने लेडी गागा की मदद से ""हैप्पी बर्थडे"" की अपनी प्रतिष्ठित प्रस्तुति दी। अन्य हस्तियों ने पर्व में शिरकत की, जो यूसीएलए में एल्टन जॉन एड्स फाउंडेशन और हैमर संग्रहालय के लिए एक लाभ के रूप में सेवा की। नील पैट्रिक हैरिस जॉन हेम हेदी क्लम डकोटा जॉनसन जेनिफर टिली और कैटी पेरी को पार्टी में स्पॉट किया गया।",0,Hindi,Entertainment
"Matumizi ya mshtuko Msaada mwanafunzi wa Texas na Darasa la Sayansi CORPUS CHRISTI, Texas (AP) - Idara ya polisi imekopa idadi ya taswira za umeme kwa shule ya msingi ya eneo hilo ili wanafunzi kupata mikono juu ya uzoefu na jinsi sayansi inavyo jukumu wakati unafanya uhalifu. Mwalimu wa darasa la tano Teri Gonzalez alijua shule iko kwenye njia sahihi baada ya mwanafunzi wa kwanza, ambaye alikamatwa akidanganya kwa mtihani, akashtushwa kwa mkono. Shirika la Kupiga simu la Corpus Christi limeripoti kwamba kumtisha mwanafunzi sio ukiukaji wa haki zozote za raia kwa sababu wazazi wote wametia saini makubaliano ya kuoka. Shule imegundua kuwa kudanganya kumepunguzwa kuwa sifuri.",1,Swahili,Education
"Chelsea Handler nghĩ rằng 'Thật điên rồ' Mọi người nghĩ Jennifer Aniston quan tâm đến việc chiếc mũ đang diễn ra giữa Angelina Jolie và Brad Pitt Tiếng cười là liều thuốc tốt nhất khi đối phó với những tin đồn ở Hollywood, ít nhất là đối với Chelsea Handler và bestie Jennifer Aniston.",0,Vietnamese,Celebrity
"Julia Roberts Cuddles Up to Danny Moder Ahead of Their 15th edding Anniversary Julia Roberts and husband Danny Moder were spotted on a casual outing in Malibu, CA, on Saturday afternoon. The couple, who is going on 15 years of marriage in July, put on a loving display as they wrapped their arms around each other and Julia appeared to whisper something in Danny's ear. hile we haven't seen the couple out and about together since November, Julia made history in April when she was named People's Most Beautiful oman for the fifth time. It was also revealed earlier this week that Julia will be returning to the big screen in Crystal City Entertainment's adaptation of The Bookseller. Julia will not only star in the film, but she's also producing the project alongside Lisa Gillan, Marisa Yeres Gill, Jonathan Rubenstein, and Ari Pinchot.",0,English,Unknown
Kiến Kendall Jenner sẽ thoát khỏi tộc Kardashian Kendall Jenner đã sẵn sàng để chuyển đến từ gia đình nổi tiếng In Touch của cô đã biết rằng người mẫu 18 tuổi muốn rời khỏi Kardashians để tiếp tục sự nghiệp của mình.,1,Vietnamese,Celebrity
"हमारे बच्चों की सुरक्षा के लिए प्रौद्योगिकी का उपयोग करने के लिए स्कूल प्रशासक ध्यान दे रहे हैं कि पार्कर मिडिल स्कूल के छात्र अब सुरक्षित महसूस करते हैं कि वे अपनी स्मार्टवॉच आधारित आईडी / जीपीएस स्मार्टवॉच से लैस हैं। हीथर कर्न्स का कहना है कि अगर छात्र स्कूल परिसर छोड़ता है या घड़ी पर पैनिक बटन दबाता है, तो घड़ी लाल हो जाती है और स्कूल सुरक्षा और पुलिस को संकेत भेजती है। घड़ियों का उपयोग फिटनेस के साथ-साथ कई अन्य उपयोगों के लिए भी किया जा सकता है। पांच अन्य स्कूल और पार्कर मिडिल स्कूल इस नई तकनीक के ट्रायल स्कूलों के पहले चरण हैं और अगर सभी अच्छी तरह से काम करते हैं तो इसे देशव्यापी जारी किया जाएगा।",1,Hindi,Education
Kanye est - 'Nervous Breakdown' ... Kusukuma Mbali na Mkutano wa Mazishi ya Mama Kusukuma Mbali na Mkutano wa Mazishi ya Mama,1,Swahili,Celebrity
"Lindsay Lohan: Kutamani Starlet Baada ya Vladimir Putin LiLo's ghafla ililenga macho yake ya moto kwa ""Kremlin Krotch,"" akiambia suruali yeye kitanda na mchumba mashuhuri wa Soviet Vladimir Putin - na kisha apewe taji rasmi ""Princess Pootie-Tang wa Urusi""",1,Swahili,Celebrity
"देर रात की मेजबानी ओजे सिम्पसन पैरोल समाचार पर प्रतिक्रिया ओजे सिम्पसन को सशस्त्र डकैती और एक हथियार के साथ हमला करने के लिए लगभग नौ साल जेल में रखने के बाद, गुरुवार को पैरोल दी गई थी, और देर रात टीवी पर इसके बारे में बहुत कुछ कहना था।",0,Hindi,Celebrity
Kanye est Alimkasirisha Taylor Swift Marejeleo wa Wizi wa Kim Kardashian Katika Video ya Muziki,1,Swahili,Celebrity
"हिलेरी क्लिंटन, डिबेट टॉरेंटर हिलेरी क्लिंटन, डेमोक्रेटिक उपराष्ट्रपति पद के उम्मीदवार ने अपने रिपब्लिकन प्रतिद्वंद्वी, व्यापारी डोनाल्ड ट्रम्प को बाधित करने के लिए आखिरी बहस में बहुत खर्च किया। हिलेरी ने ट्रम्प का मज़ाक उड़ाया और अक्सर उनके द्वारा कही गई बातों का ""अनुवाद"" करने की कोशिश की। उनके अनुवाद, जो पूरे ट्विटर पर ""मैन्सप्लेंनिंग"" के रूप में लिए गए हैं, में ट्रम्प को अपने टावरों के आकार के लिए चिढ़ाना शामिल था, जिसे उन्होंने चीनी स्टील के साथ बनाया था, जो डोनाल्ड के अमेरिकी स्टील की तुलना में कठिन है। उन्होंने ट्रम्प और व्लादिमीर पुतिन के रिश्तों के बारे में एक साथ विचारोत्तेजक टिप्पणी भी की, ""शायद आप दोनों सिर्फ दोस्तों से ज्यादा हैं।""",1,Hindi,Politics
"गर्भवती माँ के लिए नर्स खेलने के लिए ब्लू आइवी मुर्गी बियॉन्से श्रम में चला जाता है, उसके पास एक विशेष सहायक होगा: 5 वर्षीय बेटी ब्लू आइवी",1,Hindi,Celebrity
"'DWTS': Cặp đôi đầu tiên bị loại là ... Người nổi tiếng đầu tiên khởi động từ ""Dancing With the Stars"" bị chỉ trích là ""quá cứng"". Thật không may, Chris Kattan không thể giúp điều đó vì một chấn thương tê liệt trong quá khứ. Cựu ngôi sao ""SNL"" đã chia sẻ trong một video trong chương trình tối thứ Hai rằng anh ấy bị gãy cổ 14 năm trước và đã trải qua nhiều cuộc phẫu thuật kể từ đó ảnh hưởng đến phạm vi chuyển động của anh ấy. ""Một phần của những gì tôi từng làm là hài kịch về thể chất nhưng bây giờ tôi không thể nói Kattan bằng nước mắt. Thật buồn khi ai đó nói 'Tôi nhớ Chris cũ.' Thật tệ khi nghe điều đó. "" Bạn nhảy của anh ấy, Witney Carson cũng đã xúc động rơi nước mắt sau khi Kattan cho cô ấy xem x-quang lưng của anh ấy với tất cả các chân phẫu thuật anh ấy có. ""Thật điên rồ khi ai đó có thể có điều đó xảy ra với họ và sau đó đủ can đảm để thử điều gì đó như cô ấy nói.",0,Vietnamese,Entertainment
"Selena Gomez Na Washiriki wa eeknd, Upangaji wa eder ya msimu wa joto wa 2017? Selena Gomez na The eeknd wanasemekana ""wanafunga ndoa"" mnamo Agosti 2017.",1,Swahili,Celebrity
"Friedman xác nhận là đại sứ Hoa Kỳ tại Israel Sự lựa chọn của Tổng thống Donald Trump cho đại sứ tại Israel, David Friedman, đã được Thượng viện xác nhận hôm thứ Năm, vượt qua sự phản đối mạnh mẽ của đảng Dân chủ.",0,Vietnamese,Politics
Nyumba ya Ellen's 40M Haunted ELLEN DEGENERES anaogopa kuwa na nyumba mgeni katika nyumba yake mpya milioni 40 - roho,1,Swahili,Celebrity
"Millie Bobby Brown checks into rehab after cancelling appearances and not showing up for 'Stranger Things' filming ""Millie Bobby Brown has failed to promote ""Stranger Things"" after she was absent from several important appearances we are now told that she has checked into a prominent rehab facility for alcohol addiction. Brown, who plays the mysterious Eleven on the hit Netflix series posted an apology to fans on Instagram after having to cancel an appearance. ""I have had to cancel a Comic Con last minute which is something I've never never done and I'm planning on never doing again Brown said in the video. I just think I've lost track of who I am and I have had a difficult time coping with the stress and demands of shooting 'Stranger Things.'"" The 13-year-old has been seen hitting a string of red-carpet after parties and other high-profile events often alongside her fellow cast members. It is unknown at this time if she will return to the show.""",1,English,Unknown
"Ziara ya Jay-Z kuja New Orleans akiunga mkono albam mpya ya 4:44 Jay-Z anaelekea Kituo cha Mfalme wa Smoothie huko New Orleans mnamo Novemba. 9. Mzito wa hip-hop anapiga barabara akiunga mkono ""4:44,"" albamu yake ya 13 ya solo studio.",0,Swahili,Celebrity
"Google computers defeat shows once again nothing can beat human intuition Lee Se-dol is the world champion in the most complex board game in the world, ""Go"". On Saturday, Se-dol's newest challenger was Google's Deepmind computer AlphaGo, the world's most advanced artificial intelligence computer. Se-dol defeated the machine after a two hour match off. Google DeepMind CEO Dennis Hassabis commented after AlphaGo's defeat. "" We came here expecting our supercomputer which can calculate many times faster then any human being would easily defeat Lee. We were quite surprised at Lee's victory. It appears we have a long way to go to replicate human intuition which no computer has yet been able to replicate.""",1,English,Unknown
"Acara TV 'Bones' dibatalkan Setelah mengudara selama 6 tahun, ""Fox's"" Bones ""akan berakhir akhir pekan ini. Acara ini menghasilkan hampir 250 episode dari apa yang beberapa orang anggap sebagai kasus kejahatan ofensif. Salah satu karakter utama adalah Dr. Temperance Brennan (Emily Deschanel) Mayoritas pemirsa menganggap pertunjukan itu terlalu berdarah atau menyinggung dan memboikot program tersebut. Karena itu, tidak banyak orang yang kesal dengan pembatalan tersebut. Satu pengecualian adalah Morgan O. John, 20 tahun ""orang bodoh"" dari Louisiana. Bonehead adalah istilah yang dibuat masyarakat untuk menggambarkan penggemar acara tersebut. Morgan tidak terlalu menikmati konotasi judul dan berharap bahwa dia tidak akan disebut orang bodoh sekarang karena pertunjukan tersebut kehilangan popularitas. acara itu membuatnya merasa lebih nyaman dengan menjadi seorang wanita muda yang cerdas. Dia meninggalkan kota kelahirannya untuk pergi ke sekolah di Texas untuk antropologi. Tidak seorang pun dari kota kelahirannya mengerti bagaimana seorang gadis bisa begitu tertarik pada pekerjaan yang mengerikan itu. karena sifat tabu dari acara itu, Morgan masih terasa seperti orang luar di komunitasnya. Tinggal di sebuah kota kecil, banyak penduduk terkejut bahwa Morgan ingin melakukan pekerjaan yang mengerikan.",1,Indonesian,Entertainment
"Korti Kuu inalazimisha Shule Kuingia kwa Ujamaa Katika uamuzi wa ujinga kwa wanafunzi wenye ulemavu, Korti Kuu ya Amerika ilitoa uamuzi Jumatano kwamba shule zinapaswa kufikia malengo yasiyowezekana ya kuwachukua watoto na ""mahitaji maalum"". Uamuzi wa 8-0 katika kesi ya Endrew F. v. Kesi ya Wilaya ya Kata ya Douglas inasema kwamba vifaa vya elimu lazima vinape ""elimu zaidi ya de minimis"" kwa wanafunzi wenye ""ulemavu"". Sasa wao badala yake lazima wape nafasi ya kufanya maendeleo ""yanayostahili kabambe"" ambayo ni ya upumbavu na zaidi ya mamlaka ya Shirikisho. ""Wakati yote yanasemwa na kufanywa,"" Jaji Mkuu John G. Roberts alisema, ""mwanafunzi alitoa mpango wa elimu unaompa ���mzungumko la zaidi ya de minimis 'mwaka hadi mwaka haliwezi kusemwa kuwa limepewa elimu hata kidogo. "" Kwa bahati mbaya, tunapungua katika udikteta wa Ujamaa.",1,Swahili,Education
"Selena Gomez akionekana kama jaji wa 'American Idol' Mwimbaji anaripotiwa kutangazwa kama jaji pamoja na mwimbaji wa onyesho la kweli la kuimba ""American Idol"".",1,Swahili,Celebrity
Mo Farah: Daktari aliyetoa ubishani wa kuongeza ubishani kwa wabunge wa uso Daktari aliyemtendea Mo Farah kwa uchochezi wenye ubishani ameitwa ili kutoa ushahidi kwa Wabunge. Uingiliaji wa kiboreshaji cha kisheria L-carnitine alipewa Farah mnamo 2014 kabla ya mashindano makubwa yanatazamwa na Shirika la Kupambana na Dopu la Merika (Usada) ili kuamua ikiwa sheria zinavunjwa. Dk Robin Chakraverty alifanya matibabu hayo kwa maagizo ya mkufunzi wa Farah wa Amerika Alberto Salazar. Atajitokeza mbele ya Kamati ya Habari na Utamaduni ya Tarehe 19 Aprili. Wabunge pia wameuliza kuongea na wakuu wa uvumbuzi wa riadha wa Uingereza Barry Fudge kama sehemu ya uchunguzi wao unaoendelea kuhusu utapeli kwenye michezo. Fudge anafanya kazi kwa karibu na Farah na Dk John Rogers daktari wa timu ya riadha ya Uingereza ambao waliripotiwa kuibua wasiwasi juu ya mbinu za Salazar.,0,Swahili,Sports
"Khloe Kardashian Anashiriki Picha Mpya ya Ndoto ya 'Precious' Wakati wa familia Khloé Kardashian alimsherehekea Cinco de Mayo na wajukuu wake na Mason, penelope, Reign na Ndoto.",0,Swahili,Celebrity
"Lewis Hamilton tin rằng anh ta có thể đánh bại Sebastian Vettel để giành danh hiệu thế giới Lewis Hamilton của Anh nói rằng ông tự tin rằng mình có thể đánh bại Sebastian Vettel để giành danh hiệu thế giới năm nay mặc dù thất bại tại giải Grand Prix Úc. Hamilton đứng thứ hai sau người Đức trong trận mở màn mùa giải tại Melbourne sau khi mất vị trí dẫn đầu sau áp lực từ tốc độ vượt trội của tay đua Ferrari. Hamilton nói: ""Đây sẽ là một cuộc đua gần. Tôi thực sự tin rằng chúng ta có thể đánh bại họ. Thật tuyệt khi thấy Ferrari ở đó."" Thật tốt khi chúng ta có trận chiến chặt chẽ này. Tôi đang mong chờ người tiếp theo Tôi nói tôi hạnh phúc. Nhưng tất cả mọi thứ trong quan điểm. Để xem chúng ta đến từ đâu với những thay đổi quy tắc lớn và đến đây và chiến đấu rất gần để giành chiến thắng và bỏ lỡ một chút, có rất nhiều điều đáng tự hào. ""Chúng tôi có thể giành chiến thắng trong cuộc đua nhưng tôi đã cho nó mọi thứ tôi có thể và bạn không thể làm gì hơn. Hãy lấy sức mạnh của cuối tuần.""",0,Vietnamese,Sports
"Chelsea Membalikkan Keputusan untuk Mencari Arsenal Alexis Sanchez sebagai Transfer Musim Panas ""Chelsea telah mempertimbangkan menjadikan pemain Arsenal Alexis Sanchez sebagai salah satu target transfer musim panas mereka, tetapi telah mengubah arah dan sekarang membalikkan keputusan itu. Sementara Antonio Conte telah berbicara tentang mempertimbangkan untuk membawa pemain itu ke Stamford Bridge, perundingan kini telah dibubarkan dan Chelsea tampaknya menjadi membalikkan keputusan mereka. Conte telah mengirim tim rekrutmen, dipimpin oleh direktur Marina Granovskaia dan direktur teknis Michael Emenalo, daftar nama dan tampaknya Sanchez tidak dimasukkan. """,1,Indonesian,Sports
"क्रिस प्रैट ने बॉडी शेमर्स को जवाब देते हुए कहा कि वह भड़कीले और बीमार दिख रहे हैं बड़े या छोटे क्रिस प्रैट ने निश्चित रूप से यह सब सुना है, ब्रह्मांड स्टार 37 के संरक्षक नवीनतम अफवाहें नहीं ले रहे हैं कि वह बीमार रूप से झूठ बोल रहा है। प्रैट अपने भोजन का दस्तावेजीकरण कर रहे हैं, जिसे वह आगामी फिल्म जुरासिक वर्ल्ड 3 में फिल्माते हुए खा रहे हैं। वह इंस्टाग्राम पर बहुत ही बोल्ड तरीके से वापस आ रहे हैं क्योंकि कुछ अनुयायियों ने कहा कि उन्हें इंस्टाग्राम पर व्हाट्सएप माई स्नैक के बाद हड्डियों पर कुछ मांस प्राप्त करने की आवश्यकता है । कुछ ने कहा कि वह कंकाल की तरह दिखता है और उसे तेजी से मदद की जरूरत है। क्रिस ने कहा कि सिर्फ इसलिए कि वह पुरुष है इसका मतलब यह नहीं है कि शरीर को हिलाना चोट नहीं करता है।",1,Hindi,Entertainment
"Torona Cancels U.S. Class Trips Due To Trump Calling Canadians Low Energy Cowards. Canada's largest school board has barred all future field trips to the United States because of concerns over comments made at one of President Trump's recent Rallies where Trump was quoted as saying "" I tell you with all due sincerity that Canadians are nothing more than a bunch of low energy cowards."" A girls chorus in California just became the latest U.S. institution to ditch an overseas trip for the same reason. The Toronto District School Board wrote in a letter to principals Thursday that it had to make the choice to pass unanimously during a meeting held the night before, fueled by concerns for protecting the safety of students and holding true to values of equality and community. Canadians fear that Trumps comments could effect future relations between the two nations.",1,English,Unknown
"Justin Bieber Vacation: Purpose Tour On Hold After Awards Show Rant? | Celeb Dirty Laundry It appears that Justin Bieber's Purpose Tour is on hold and Justin is on vacation with friends. Justin definitely needs some time off after slamming awards shows as fake and hollow. The vacation photos started popping up on Justin's Instagram on May 25. Looks as if Justin went camping with an assortment of friends. The singer, who normally writes very little or nothing at all on his social media posts, wrote, ""These are the nights I live for.""",1,English,Unknown
"Hedge fund exec whose former firm was linked to Madoff jumps to his death Charles Murphy was found dead on the fourth-floor terrace of the Sofitel hotel on Monday according to a police source. ""We are extremely saddened by this news said John Paulson, the president of Paulson & Co., a separate hedge fund where Murphy worked at the time of his death. Charles was an extremely gifted and brilliant man a great partner and a true friend."" Murphy once worked for Fairfield Greenwich which invested about $7 billion with Madoff and was later sued by investors who lost money. The fund agreed to an $80 million settlement. Madoff was arrested in December 2008 for running the world's largest Ponzi scheme and defrauding investors of $20 billion. He pleaded guilty to fraud charges. Now 78 he is serving 150 years in a federal prison in North Carolina.",0,English,Unknown
"AS mengatakan tidak pada larangan nuklir PBB Boikot PBB dipimpin oleh duta besar PBB Nikki Haley. AS dan hampir 40 negara lainnya menolak untuk berpartisipasi dalam diskusi tentang perjanjian internasional untuk melarang senjata nuklir. Haley mencatat bahwa ""sebagai orang Amerika, kita tidak bisa dan tidak akan menyerahkan senjata yang membuat kita aman, dan menjaga perbatasan kita aman."" Presiden Trump, yang menunjuk Haley berkomentar tentang masalah ini juga: ""senjata nuklir adalah pencegah hebat bagi orang jahat. Tidak mungkin kita tidak akan memilikinya. Tidak mungkin""",1,Indonesian,Politics
"ATCH: Exec ife Marla Maples Mendapat Emosional Tentang Kehidupan sebagai Single Mom on Dancing with the Stars ""Saya hanya menganggap memiliki anak hadiah terbesar di dunia,"" kata mantan istri Donald Trump dalam klip preview Dancing with the Stars yang eksklusif untuk ORANG. ""Setiap saat, yang baik, yang menantang, yang menyenangkan, yang menyakitkan, semuanya sangat penting.""",0,Indonesian,Celebrity
Toronto hủy các chuyến đi đẳng cấp của Hoa Kỳ do lo ngại về việc đi lại của Trump Hội đồng trường lớn nhất Canada đã cấm tất cả các chuyến đi thực địa trong tương lai tới Hoa Kỳ vì lo ngại rằng một số sinh viên có thể bị cuốn vào lệnh cấm du lịch của Tổng thống Donald Trump. Và một dàn hợp xướng nữ ở California vừa trở thành tổ chức mới nhất của Hoa Kỳ từ bỏ một chuyến đi nước ngoài vì lý do tương tự.,0,Vietnamese,Education
टेलर स्विफ्ट नए संगीत वीडियो में नग्न दिख रही है,0,Hindi,Celebrity
"Ngumi ya Brexit imepotea Qatar ya Ghuba yenye utajiri wa mafuta iliamua kuvuta kuziba ili kuwekeza katika ubia wa Uingereza. Waziri Mkuu Sheikh Abdullah bin Nasser Al Thani alisema katika mkutano wa habari kwamba watajaribu kupungua uwekezaji nchini Uingereza baada ya nchi kupiga kura ya kuondoka EU. Aliongeza kuwa Qatar sasa inajaribu kuangalia katika nchi zingine za Ulaya kwa fursa bora. Waziri Mkuu wa Uingereza Theresa May alihojiwa Jumatano hii baada ya kuanza kwa mchakato huo. Alisikitisha kujua kwamba Qatar iliamua kupunguza uwekezaji nchini Uingereza kwa sababu ya Brexit. Bado anaamini hiyo itafungua fursa zingine. Liam Fox, katibu wa serikali ya kimataifa ya biashara ya kimataifa alisema serikali itajitahidi kuonyesha kwamba Brexit mwisho wake italeta biashara zaidi nchini.",1,Swahili,Business
पिताजी की मौत के बाद ओवेन इलसन के लिए नई आत्महत्या का डर ओवेन इलसन के प्यारे पिता की मृत्यु से भयभीत अभिनेता को डर था कि वह अवसाद के गर्त में वापस आ जाए,1,Hindi,Celebrity
"Kanye est Dilaporkan dalam Talks to Judge Reboot 'American Idol' Dalam angsuran hari ini ""hy Is This Happening?"" reboot untuk American Idol dilaporkan sudah ada di meja - dan Kanye est adalah calon juri yang dicari.",1,Indonesian,Celebrity
"Dhahabu Iliyowekwa hadi 1 500 kama Mfumuko wa bei hufanya Mfululizo ""Dhahabu imekusanywa kufikia viwango vilivyoonekana miaka minne iliyopita kama mfumuko wa bei unavyoongezeka na viwango vya riba hasi vinavyochanganyika kuongeza mahitaji kulingana na Ongezeko la AG linalosema kuwa chuma hicho cha thamani kinaweza kuwa katika hatua za mwanzo za ng'ombe. Bei inaweza kupanda hadi 1 400 hadi 1 500 aunzi mwaka huu ilisema Ronald-Peter Stoeferle mshirika anayesimamia kampuni ya Liechtenstein ambayo inasimamia Frances milioni 100 za Uswisi (milioni 101.5). Spoti ya Spoti - ambayo ilikuwa 1 249 Jumatano. - ilisafirishwa mwisho saa 1 400 mnamo Septemba 2013.",0,Swahili,Business
"स्टेन वावरिंका रोजर फेडरर के लिए विजयी साबित हुए स्टेन वावरिंका ने भीड़ को हराया और पांच बार के ब्रिटिश ओपन चैंपियन रोजर फेडरर को हराया। इस वर्ष सभी मैचों में फटे एसीएल और समवर्ती अंतिम स्थान पर रहने के बाद, वावरिंका ने ब्रिटिश ओपन में वापसी की। वावरिंका की वापसी करने का इतिहास उन्हें 1942 के बाद से केवल दूसरा पुरुष खिलाड़ी बनाता है जिसने हार के बाद ओपन जीता। ""मैं सिर्फ अपने परिवार और दोस्तों को धन्यवाद देना चाहता हूं,"" वावरिंका ने कहा। ""एक महीने पहले, मैं भी नहीं चल सकता था। उन्हें मेरे लिए सब कुछ करना था - यहां तक कि मुझे जॉन की मदद करने के लिए भी"" उन्होंने कहा। इस बीच, स्वेतलाना कुजनेत्सोवा ने एलेना वेस्निना को हरा दिया, इसके बावजूद कि उसने आखिरी बार चोटों का सामना किया।",1,Hindi,Sports
"Sở giao dịch chứng khoán Luân Đôn 'làm việc chăm chỉ' về việc sáp nhập Deutsche Boerse Sàn giao dịch chứng khoán London cho biết họ đang tiếp tục ""làm việc chăm chỉ"" trong kế hoạch sáp nhập với Deutsche Boerse. Đầu tuần này, LSE cho biết thỏa thuận có thể sụp đổ vì khó có thể nhận được giải phóng mặt bằng của Ủy ban châu Âu. Ủy ban đã yêu cầu LSE bán 60% cổ phần của mình trong MTS một sàn giao dịch thu nhập cố định. LSE đã gọi yêu cầu là ""không cân xứng"". Những bình luận mới nhất của LSE được đưa ra khi sàn giao dịch báo cáo lợi nhuận tăng trong năm 2016. Không bao gồm chi phí tái cơ cấu và các doanh nghiệp đã bán hoặc đóng LSE cho biết lợi nhuận trước thuế tăng lên 623,1 triệu bảng trong năm từ mức 516,4ma năm trước. ""Tập đoàn đã làm việc chăm chỉ về việc sáp nhập đề xuất của chúng tôi với Deutsche Boerse, nhận được sự chấp thuận chính thức từ cả hai bộ cổ đông mà công ty cho biết.",0,Vietnamese,Business
"Dapatkan Sibuk Gwen Blake Diperintahkan Untuk Menampilkan Lebih Banyak PDA Di 'The Voice' Gwen Stefani dan Blake Shelton telah diperintahkan untuk menjadikannya bagus untuk kamera-kamera di The Voice, RadarOnline.com telah secara eksklusif belajar, setelah peringkat merosot berkat pertengkaran di udara",1,Indonesian,Celebrity
