text,target,language,Domain,split
"Các ngân hàng và công ty công nghệ chiến đấu với thứ gì đó Akin thành vàng: Dữ liệu của bạn Các ngân hàng lớn và Thung lũng Silicon đang tiến hành một cuộc chiến leo thang về dữ liệu tài chính cá nhân của bạn: hóa đơn ăn tối của bạn đêm qua thanh toán thế chấp hàng tháng của bạn với lãi suất bạn phải trả. Các công ty công nghệ như Mint và Betterment đã háo hức thu thập dữ liệu này chủ yếu bằng cách xây dựng các dịch vụ cho phép mọi người liên kết tất cả các thông tin tài khoản ngân hàng và thẻ tín dụng khác nhau của họ. Điểm bán hàng là để làm cho ngân sách và sổ sách kế toán dễ dàng hơn. Nhưng dữ liệu cũng đang được sử dụng để cung cấp các loại cho vay và sản phẩm đầu tư mới. Bây giờ các ngân hàng đã quyết định họ không để dữ liệu đi mà không cần chiến đấu. Trong những tuần gần đây, một số ngân hàng lớn đã nỗ lực hạn chế việc chia sẻ loại dữ liệu này với các công ty công nghệ theo các công ty công nghệ. Trong một số trường hợp, họ từ chối chuyển thông tin như phí và lãi suất mà họ tính. Cả hai bên đều thấy số tiền lớn được tạo ra từ hàng loạt thông tin cá nhân được tạo ra bởi các giao dịch tài chính.",0,Vietnamese,Business,train
Có phải đĩa đơn mới của Drake có nghĩa là anh ấy đã hoàn thành album gần đây nhất của anh ấy?,0,Vietnamese,Celebrity,train
"Angelina Jolie Amal Alamuddin: Đó là ar hen George và Amal Clooney đã tổ chức lễ cưới lần thứ hai vào ngày 25 tháng 10, một lần nữa hai vị khách rất đáng chú ý bị mất tích - Brad Pitt và Angelina Jolie không thấy đâu",1,Vietnamese,Celebrity,train
"Một điều cho Blondes? Brad Pitt đã sẵn sàng để tiếp tục với Margot Robbie Brad Pitt có trở lại với cô gái tóc vàng không? Ngay sau khi chia tay với Angelina Jolie, những tin đồn đã xoay quanh việc hóa học tại chỗ của Pitt với nữ diễn viên Đồng minh Marion Cotillard. Liên kết với nhiều bạn diễn trong suốt sự nghiệp lâu dài của anh ấy, bao gồm cả người sắp trở thành người yêu cũ của anh ấy, không có gì lạ khi Jolie không muốn anh ấy làm việc với vỏ bom tóc vàng, Margot Robbie. Một nguồn độc quyền cho các báo cáo của OK, ngay bây giờ, anh ấy nghĩ rằng cô ấy là cô gái nóng bỏng nhất Hollywood. Theo nguồn tin này, nam diễn viên 41 tuổi và Chủ tịch của Kế hoạch B Films đã cố gắng tán tỉnh cô cho nhiều dự án phim. Đây là một chủ đề nhức nhối với Angie, người đã chặn họ làm việc cùng nhau một vài lần. Bây giờ anh ấy độc thân một lần nữa, bạn có thể mong đợi Brad sẽ theo đuổi Margot với một niềm đam mê. Và ai có thể trách anh ta? Người đẹp Úc 26 tuổi đã được mệnh danh là Angelina Jolie mới, người hâm mộ khuấy động nỗi sợ hãi trong lòng những người vợ nổi tiếng. Cô có danh tiếng riêng về hóa học tại chỗ với các diễn viên đã kết hôn trong đó có Smith. Đó là những cảnh sex nóng bỏng và nặng nề và những bức ảnh xuất hiện trong số họ trông thật ấm cúng từ máy ảnh, chính Smith đã phải giải quyết những tin đồn trên twitter.",1,Vietnamese,Celebrity,train
"Tom Hiddleston Choáng váng Taylor Swift đã giới thiệu anh ấy trên Album mới: Đây là hy Hile hầu hết những người đang hoặc đang ở trong cuộc sống của Taylor Swift rất có thể biết họ sẽ được gọi ra khỏi album của cô ấy, Tom Hiddleston nghĩ rằng anh ấy an toàn Nhưng, được nhắc đến anh ấy trong TO track Đây là những gì anh ấy nghĩ",1,Vietnamese,Celebrity,train
"JENNIFER ANISTON HINTS TẠI FRUNENDS REUNION Jennifer Aniston đang khiến người hâm mộ Friends rất vui mừng Nữ diễn viên gợi ý cô sẽ sẵn sàng xuất hiện trong một cuộc hội ngộ của chương trình NBC đình đám. ""Điều duy nhất tôi có thể nghĩ làm có lẽ là để vui khi thực hiện một chương trình Lễ Tạ ơn,"" Aniston nói trên một chương trình trò chuyện của Anh. Tuy nhiên, một phát ngôn viên của arner Bros., studio sản xuất Friends, nói với tờ New York Post rằng không có cuộc thảo luận sơ bộ nào về chương trình hội ngộ Friends.",1,Vietnamese,Celebrity,train
"Lindsay Lohan: Starlet Lusting sau Vladimir Putin LiLo bất ngờ nhắm vào đôi mắt rực lửa của mình vào ""Kremlin Krotch"", nói với bạn bè rằng cô sẽ lên giường và cưới người đàn ông khét tiếng Xô Viết Vladimir Putin - và sau đó được chính thức trao vương miện ""Công chúa Pootie-Tang của Nga""",1,Vietnamese,Celebrity,train
"Cuộc tranh luận về khoa học Katie Holmes Jenna Elfman bị bắt trong vụ lúng túng 'GMA' Lần đầu tiên, bộ phim tại Good Morning America không liên quan đến Robin Roberts và kẻ thù mới của cô, Michael Strahan.",1,Vietnamese,Celebrity,train
Kiến Kanye est tham gia kinh doanh mỹ phẩm như Kylie Kanye est muốn đối đầu với chị dâu nổi tiếng của mình ... lặn đầu tiên vào công ty mỹ phẩm do Kylie Jenner thống trị.,1,Vietnamese,Celebrity,train
"Khiêu vũ với dàn sao 2017 Bao gồm Charo, Bonner Bolton, Heather Morris More Bạn đang khiêu vũ với những vì sao? Hãy cùng tìm hiểu Dàn diễn viên Dancing with the Stars 2017 mới được công bố trên Good Morning America Các thí sinh mùa 24 đã ra mắt trên Season Premiere, cũng đánh dấu tập thứ 400 của Dancing with the Stars. Chương trình phát sóng NGÀY 8 | 7c trên ABC. Đội hình của mùa giải này bao gồm Bonner Bolton, Mr. T, Olympians Simone Biles và Nancy Kerrigan, Heather Morris và cô gái ""Cuchi-Cuchi"" ban đầu, Charo, chỉ kể tên một vài người. Kiểm tra toàn bộ dàn diễn viên Dancing with the Stars dưới đây sau khi bạn tận hưởng số mở màn tuyệt vời từ buổi ra mắt phần 24",0,Vietnamese,Celebrity,train
"Kirsten Dunst giải thích lý do cô khóc trên thảm đỏ Cannes 2017 Kirsten Dunst bị phát hiện khóc một cách bí ẩn trên thảm đỏ tại Liên hoan phim Cannes năm nay, và bây giờ có vẻ như chúng ta có một lời giải thích cho sự bùng nổ bất ngờ.",0,Vietnamese,Celebrity,train
Bên trong phòng tắm em bé của Beyoncé Đừng hành động như bạn không biết Beyoncé sẽ tắt nó khi đi tắm em bé.,0,Vietnamese,Celebrity,train
"Hoàng tử - Sự thật đằng sau việc dùng thuốc quá liều Như ENQUIRER đã báo cáo, Prince đã được chẩn đoán nhiễm HIV, loại virus gây ra bệnh AIDS, vào những năm 1990. Sự khôn ngoan của Đức Giê-hô-va đã chọn không chiến đấu với căn bệnh chết người bằng thuốc do đức tin của anh ta, tin rằng ""Chúa sẽ cứu tôi"" Sáu tháng trước, anh ta được các bác sĩ nói rằng anh ta bị AIDS toàn thân và chỉ còn sáu tháng để sống, các nguồn tin cho biết. ""Anh ấy không thể chịu đựng nỗi đau mà căn bệnh đã gây ra cho anh ấy ở giai đoạn cuối"", một người trong cuộc nói với ENQUIRER. ""Và anh ấy không muốn từ từ lãng phí""",1,Vietnamese,Celebrity,train
"Blake Lively về điềm báo ở Hollywood, đạo diễn và có thể tái hợp 'Cô gái buôn chuyện' Là một trong những sức mạnh điềm báo của Variety, Blake Lively sẽ tham dự một bữa ăn trưa vào thứ Sáu để hỗ trợ cho Liên minh Cứu hộ Trẻ em. Đối với vấn đề của tuần này, nữ diễn viên đã nói về những người phụ nữ ở Hollywood, quay ở New York cho cô gái G Rum Girl, vụng trộm và những gì cô ấy tìm kiếm trong một vai diễn.",0,Vietnamese,Celebrity,train
"Nicole Kidman Cuối cùng cũng thừa nhận Botox Theo như chúng tôi có thể nói, Botox đứng đầu danh sách những thú vui tội lỗi của người nổi tiếng: Mọi người đều làm điều đó, nhưng không ai nói về điều đó. Ngoại trừ Nicole Kidman, đó là.",0,Vietnamese,Celebrity,train
"Tom Cruise lúng túng đặt câu hỏi về con gái Suri Tom Cruise lịch sự trả lời một câu hỏi về con gái Suri tại buổi ra mắt Xác ướp của anh đêm qua, nhưng dường như không đủ thoải mái khi nói về cô để giải thích câu trả lời.",0,Vietnamese,Celebrity,train
"Vâng, Kim Kardashian và Kanye est đang ký một Prenup, nhưng Guess ho là chính xác hơn Việc Kim Kardashian và Kanye est lên kế hoạch ký một thỏa thuận tiền hôn nhân có lẽ sẽ không gây ngạc nhiên cho nhiều người, nhưng những tuyên bố gần đây về người có giá trị hơn có lẽ sẽ có.",0,Vietnamese,Celebrity,train
"Caitlyn Jenner: những tin đồn sai lệch xung quanh cô, mối quan hệ gia đình căng thẳng và cuốn hồi ký thẳng thắn của cô Đọc trên đây - RadarOnline đã xuất bản một câu chuyện về Caitlyn, tuyên bố rằng ngôi sao truyền hình thực tế chuyển giới và cựu thành viên đang lên mạng để khám phá khả năng tình dục của cô và đã được thưởng thức một số 'bí mật trên mạng'. Định nghĩa của 'hookups' chưa được làm rõ trong câu chuyện. Nhưng báo cáo nói rằng Caitlyn Jenner đã tham gia vào các mối tình lãng mạn trực tuyến mà không có bất kỳ tương tác ngoại tuyến nào với khách hàng. Tờ báo lá cải đã trích dẫn một người trong cuộc nói:",0,Vietnamese,Celebrity,train
"Nữ diễn viên Aquaman Nicole Kidman và Amber Heard thù hận trên phim trường DC? James an bắt đầu quay phim cho Aquaman ở Úc vào tháng trước. Hile Jason Momoa và nữ diễn viên Mera Amber Heard đã quay cảnh đầu tiên của họ cùng nhau, nữ diễn viên Nữ hoàng Atlanna Nicole Kidman đã đạt được vài ngày trước. Sau khi cô hạ cánh, đã có những tia lửa thù hận trên trường quay.",1,Vietnamese,Celebrity,train
"Chelsea Handler nghĩ rằng 'Thật điên rồ' Mọi người nghĩ Jennifer Aniston quan tâm đến việc chiếc mũ đang diễn ra giữa Angelina Jolie và Brad Pitt Tiếng cười là liều thuốc tốt nhất khi đối phó với những tin đồn ở Hollywood, ít nhất là đối với Chelsea Handler và bestie Jennifer Aniston.",0,Vietnamese,Celebrity,train
"Chelsea Handler không có gì hay để nói về Ben Affleck (ĐỘC QUYỀN) Hoes over bros Rõ ràng, diễn viên hài Chelsea Handler dành câu thần chú đó vì cô sẵn sàng xé nát người bạn thân nhất của mình, người yêu cũ của Jennifer Garner, Ben Affleck. Người đàn ông 42 tuổi này là TeamJen 100 phần trăm trong cuộc chia tay Ben / Jen - và thành thật mà nói, bạn có thể đổ lỗi cho cô ấy không? In Touch có tin sốt dẻo về chính xác những gì Chelsea có trong cửa hàng cho ngôi sao Argo.",1,Vietnamese,Celebrity,train
"Giải Oscar: Mel Gibson, Casey Affleck và Thang trượt hình phạt đạo đức của Hollywood Nhà vệ sinh nam của Nhà hát Landmark ở est LA là nơi tốt nhất để đánh giá tình cảm thực sự của cử tri Oscar. Sau một buổi trình diễn của Hacksaw Ridge vài ngày thứ bảy trước, tôi thấy mình rửa tay bên cạnh hai quý ông - cả hai dường như khoảng 63, tuổi trung bình của các thành viên Viện hàn lâm, với một người đội mũ Kung Fu Panda 2 (loại mũ một người đàn ông trưởng thành không mặc trừ khi anh ta làm việc trên phim) thảo luận về những gì họ vừa thấy. ""Không muốn như thế nhưng ..."", người đàn ông đầu tiên nói, bỏ đi. ""Nhưng Mel có thể chỉ đạo,"" người bạn kết thúc.",0,Vietnamese,Celebrity,train
Vanessa Lachey phá vỡ sự im lặng giữa những tin đồn thù hận 'D TS' Bộ đôi nhảy này đang cố gắng tìm nhịp điệu của họ.,0,Vietnamese,Celebrity,train
"Thảm họa biên tập 220M của George Clooney - Prenup Feud, Danh sách khách mời Flub Planner Quit Lễ cưới sắp tới của George Clooney với vị hôn thê Amal Alamuddin trở thành thảm họa - một cặp vợ chồng đã cãi nhau, lo lắng về một danh sách khách mời và kế hoạch đám cưới của họ bỏ cuộc - và cặp đôi thậm chí không thể đi xuống",1,Vietnamese,Celebrity,train
Kim Kardashian nói chuyện thay thế Cô ấy đang mong đợi đứa con thứ ba của mình thông qua người thay thế.,1,Vietnamese,Celebrity,train
Phẫu thuật thẩm mỹ bí mật của Janet Jackson Janet Jackson mệt mỏi vì giấu bàn tay bà già khô héo của mình dưới tay áo dài và găng tay - vì vậy bây giờ cô ấy đang trang điểm cho họ,1,Vietnamese,Celebrity,train
Người cha mới Ryan Gosling ngậm điếu thuốc khi anh đóng bộ phim mới The Nice Guys Ryan Gosling trên trường quay bộ phim mới 'The Nice Guys' ở Atlanta ngày hôm qua [AKM-GSI],0,Vietnamese,Celebrity,train
"Truyền thông xã hội gây nghiện Kim Kardashian bị đánh đập vì bỏ qua quy tắc không có điện thoại tại phiên bản của Serena illiams Một người trong cuộc nói với chúng tôi rằng một người giữ trẻ đã theo dõi ngôi sao truyền hình thực tế để đảm bảo cô ấy tôn trọng các quy tắc. Chắc chắn đám cưới của Serena illiams và Alexis Ohanian là một điều đáng nhớ và Kim Kardashian cũng ở đó. Nhưng như chúng ta đã biết, Keeping Up with the Kardashians celeb gặp khó khăn khi tránh xa phương tiện truyền thông xã hội quá lâu.",1,Vietnamese,Celebrity,train
"Nicole Kidman quyến rũ thoải mái qua một bình luận về nụ hôn của Alexander Skarsgård tại Emmys À, Nicole Kidman và Keith Urban. Cô, một người cố định phim Úc đã từng kết hôn với người đàn ông hàng đầu Hollywood. Anh ấy, một ca sĩ nhạc đồng quê người Úc có trái tim ở Columbia. Cùng nhau họ là một cặp đôi quyền lực hai bờ biển, hai quốc gia, hai lục địa. Tiếp tục, xem họ đi xuống bất kỳ thảm đỏ nào cùng nhau và cố gắng không bị ảnh hưởng. Họ là hai nhà máy quyến rũ, họ đưa ra những lựa chọn tóc đặc biệt Một cách yêu thương, mọi người đều thích, mũ nón? Huh? Trên môi?""",0,Vietnamese,Celebrity,train
"ATCH: Marla Maples của Donald Trump có cảm xúc về cuộc sống như một bà mẹ đơn thân khi khiêu vũ với các ngôi sao ""Tôi chỉ coi việc có một đứa con là món quà tuyệt vời nhất trên thế giới"", vợ cũ của Donald Trump nói trong clip xem trước Dancing with the Stars dành riêng cho NHÂN DÂN. ""Mỗi một khoảnh khắc, tốt, thử thách, vui vẻ, đau đớn, tất cả đều rất quan trọng.""",0,Vietnamese,Celebrity,train
"Cập nhật 'Fifty Shades Darker': Jamie Dornan, Dakota Johnson chia tay sau khi gây thù hận trên phim trường; Phát hành phim bị trì hoãn? Fifty Shades Darker hiện có thể gặp rắc rối với mối thù truyền kiếp giữa các thành viên diễn viên Jamie Dornan và Dakota Johnson.",1,Vietnamese,Celebrity,train
Kylie 'Fuming' Over 'Copycat' Sister Kim's Launch,1,Vietnamese,Celebrity,train
"Madonna ant gửi Rocco nổi loạn đến trường quân sự? Lý do tại sao con trai của Madonna, Rocco, chốt cho nhà của cha mình đang trở nên rõ ràng hơn. Có vẻ như Madonna ở nhà nghiêm khắc hơn một chút so với người ta tưởng tượng, và cô muốn gửi con trai Rocco đến trường quân đội. Rocco Ritchie, 15 tuổi, không muốn đi và trong chuyến lưu diễn với Madonna, anh đã chạy đi sống với cha mình.",1,Vietnamese,Celebrity,train
"Tyga tiết lộ chi tiết về việc chia tay Kylie Jenner Trong một cuộc phỏng vấn mới với Big Boy TV, Tyga - một tháng sau khi chia tay với Kylie Jenner - đã tiết lộ thông tin mới về những gì dẫn đến sự sụp đổ của cặp đôi.",0,Vietnamese,Celebrity,train
"Kim Kardashian 'Dị ứng' với đồ trang sức sau vụ cướp Paris thảm khốc Mặc dù đã được một thời gian kể từ đó và tất cả chúng ta đều nghĩ rằng ngôi sao truyền hình thực tế tốt hơn rất nhiều, nhưng có vẻ như vụ cướp kinh hoàng ở Paris vẫn còn rất nhiều trong tâm trí của Kim Kardashian.",1,Vietnamese,Celebrity,train
"Kris Jenner quan tâm đến các thế hệ tương lai của Kardashians Kris Jenner, mẹ của sáu và bà ngoại đến sáu tuổi, là một người mẫu giáo bận rộn. Kể từ khi bắt đầu chương trình thực tế của gia đình cô vào năm 2007, rõ ràng là cô đã tập trung một mắt vào rạp xiếc truyền hình thực tế và mắt còn lại về việc rạp xiếc đó ảnh hưởng đến gia đình cô như thế nào. Trong một cuộc thảo luận trên truyền hình thực tế mới với The Hollywood Reporter, Jenner nói rằng cô lo lắng về việc sáu đứa cháu của mình sẽ bị ảnh hưởng như thế nào bởi công việc kinh doanh của gia đình.",0,Vietnamese,Celebrity,train
"Justin Bieber hỏi 'Taylor Swift hat Up' trong Pic ith Kanye est Tôi không chắc nó có ý nghĩa gì, nhưng vào sáng thứ Ba (2 tháng 8) Justin Bieber đã gợi ra hơn 85.000 bình luận chỉ trong vòng chưa đầy sáu giờ để chụp một chiếc kính râm kiểu tròn John Lennon, FaceTiming không ai khác ngoài Kanye est Nhưng đó là chú thích có Internet suy đoán: ""Taylor nhanh lên,"" Bieber viết.",0,Vietnamese,Celebrity,train
"'Diễn viên thứ hai' Diễn viên Milo Ventimiglia Jennifer Lopez Không ai có thể kiểm soát cảm xúc của họ Hãy sẵn sàng cho một trong những cặp đôi phim hot nhất từ trước đến nay ... và đó là một điều khá bất ngờ, Milo Ventimiglia, người hâm mộ cuồng nhiệt trên truyền hình vừa ký hợp đồng với bộ phim hài lãng mạn sắp tới của Jennifer Lopez, và có vẻ như chúng ta sẽ thấy một số tia lửa bay giữa chúng. Milo Ventimiglia sẽ đóng vai bạn trai của J. Lo trong bộ phim mới, theo Variety, và tin tức casting đã khiến người hâm mộ của hai ngôi sao rung chuyển.",0,Vietnamese,Celebrity,train
Kevin Hart Begs ife Eniko Parrish vì sự tha thứ đó là 250000 Quà tặng đẩy Kevin Hart đang tự nói với bản thân mình - không có gì nói rằng tôi xin lỗi vì đã lừa dối và làm nhục bạn như một món quà 250.000.,1,Vietnamese,Celebrity,train
"Chris Pratt Snub Justin Bieber Tình bạn Các ngôi sao cầu nguyện cùng nhau chơi? Không, nếu họ là Justin Bieber và Chris Pratt",1,Vietnamese,Celebrity,train
"Leah Remini bật mí về tình bạn của cô ấy, Jennifer Lopez và sự kết nối khoa học Jennifer Lopez và cựu nhà khoa học Leah Remini là những người bạn tốt nhất. Họ đã biết nhau được vài năm và đã trải qua rất nhiều. Hãy đến những gì có thể, tình bạn của họ thấm qua. Dường như Leah là người duy nhất có kết nối với Nhà thờ Khoa học, nhưng thực tế không phải vậy.",1,Vietnamese,Celebrity,train
Hoàng tử illiam Kate tham dự bữa tiệc Royal Garden đầu tiên của mùa thời tiết ấm áp đến một điều: tiệc vườn,0,Vietnamese,Celebrity,train
Cameron Diaz Sơ yếu lý lịch,1,Vietnamese,Celebrity,train
"Kevin Hart và ife Eniko Parrish Chia sẻ những bức ảnh ngọt ngào của bé Kenzo Kevin Hart và vợ Eniko Parrish đã chia sẻ một bức ảnh đáng yêu về đứa con mới sinh của họ, Kenzo Kash Hart, và cha mẹ không thể giúp đỡ",0,Vietnamese,Celebrity,train
"Feuds lớn nhất và chiến đấu bao giờ hết Costar xung đột với những người nổi tiếng vẫn chuyên nghiệp khi các máy quay đang quay, phía sau hậu trường có những trận đấu, khóc và trợn mắt. Họ đã bị buộc phải làm việc cùng nhau trong một vài mùa của một chương trình truyền hình ăn khách hoặc một vài tháng cho một bộ phim, những ngôi sao này dường như không thể hòa hợp với nhau.",1,Vietnamese,Celebrity,train
"Caitlyn Jenner: Robert Kardashian tin rằng OJ Simpson phạm tội giết người Cuốn hồi ký sắp tới của Caitlyn Jenner, The Secrets of My Life, được quảng cáo là cuốn sách mà cô ""phản ánh về quá khứ của mình khi cô nhìn về tương lai của mình."" Cô ấy chạm vào một số chủ đề, chẳng hạn như chiến thắng Olympic của cô ấy và ba cuộc hôn nhân thất bại, tiết lộ mà Robert Kardashian đã cáo buộc nói với cô rằng anh ta tin rằng OJ Simpson có tội giết Nicole Brown Simpson và Ronald Goldman đang làm dậy sóng.",0,Vietnamese,Celebrity,train
Tuyên bố Anne Hathaway đưa ra yêu cầu 'diva' tại sự kiện từ thiện ANNE Hathaway đã bị buộc tội hành động như một diva và gửi một danh sách dài các yêu cầu trước một sự kiện từ thiện ung thư ở Santa Monica hồi đầu tháng này.,1,Vietnamese,Celebrity,train
"QUEEN BEY Beyonce được Taylor Swift CẤM từ các VMA Ngày 27 tháng 8 năm 2016: Trong trường hợp bạn đang tự hỏi ai là người quan trọng nhất trong âm nhạc - đó là BEYONCE. Đầu tuần này đã có thông báo rằng Taylor Swift sẽ KHÔNG được biểu diễn tại VMA Awards năm nay. Theo báo cáo, chính Beyonce đã bị Taylor cấm.",1,Vietnamese,Celebrity,train
"Kylie Jenner kỳ vọng là một 'kẻ liều lĩnh trong tình cảm' giấu giếm, tiết lộ nguồn - 'Cô ấy cảm thấy rất cô đơn' Điều tồi tệ hơn nữa là sự giúp đỡ thực sự duy nhất của cô ấy, vợ chồng Kris Jenner không thực sự có thời gian để đối phó với bộ phim truyền hình của con gái út. Theo các báo cáo mới, sự căng thẳng của việc phải giữ thai của cô ấy dưới sự bọc lót đã và đang gây tổn hại cho Kylie Jenner, 20 tuổi.",1,Vietnamese,Celebrity,train
Fifty Shades Darker news: Jamie Dornan tiết lộ SỰ THẬT đằng sau sự 'lúng túng' của Dakota Johnson Ngôi sao của bộ phim DARKER Jamie Dornan đã tiết lộ mối quan hệ của anh với bạn diễn Dakota Johnson thực sự như thế nào - thừa nhận bộ phim đầu tiên hơi khó hiểu.,0,Vietnamese,Celebrity,train
"hoopi Goldberg Người dẫn chương trình mới Rosie O'Donnell At ar - Căng thẳng về 'The View', Cuộc chiến sắp xếp chỗ ngồi Chỉ vài tuần nữa cho đến khi The View ra mắt với hoopi Goldberg và Rosie O'Donnell, RadarOnline.com đã biết rằng trên phim trường, hai diva đã sẵn sàng để biết ai sẽ có được vị trí điều hành.",1,Vietnamese,Celebrity,train
"Robert Pattinson và FKA Twigs tham dự Cannes trong His-and-Hers Dior Robert Pattinson và FKA Twigs hiếm khi tuân thủ các quy tắc phong cách truyền thống, và khi đến lúc cặp đôi này đến Cannes, họ đã mang đến cho thảm đỏ một khoảnh khắc táo bạo của các cặp đôi. Khi nghe Dior của anh ấy và cô ấy tại buổi ra mắt bộ phim mới nhất của Pattinson, Good Time, họ đã cho thấy hai mặt của thương hiệu Pháp được lưu trữ, với Pattinson, một gương mặt của nhãn hiệu, trở nên cổ điển trong bộ đồ đen Dioromme ba mảnh và Cành cây chọn cho sự táo bạo trong một chiếc váy có in bưu thiếp.",0,Vietnamese,Celebrity,train
"Chris Pratt và Anna Faris chắc chắn đang nuôi dạy một đứa trẻ nhà hát Con trai bốn tuổi của Chris Pratt và Anna Faris, Jack, đang lớn lên trong một lớp học về nhà hát nhập vai. hen Pratt đã nói chuyện với Ellen DeGeneres trong chương trình trò chuyện vào thứ Sáu, anh ấy nói rằng anh ấy và Faris, cả hai đều là diễn viên chuyên nghiệp, làm cha mẹ, đặc biệt là thời gian kể chuyện, rất nghiêm túc.",0,Vietnamese,Celebrity,train
"Angelina Jolie về Campuchia 'thức tỉnh' Angelina Jolie đã nói về việc Campuchia là ""sự thức tỉnh"" của cô như thế nào, khi cô công chiếu bộ phim mới của mình ở nước này.",0,Vietnamese,Celebrity,train
"Bà bầu Kylie Jenner 'Rất tự giác' về cơ thể thay đổi của mình, cho biết nguồn",1,Vietnamese,Celebrity,train
"Giải thưởng Emmy ban ngày 2015: Betty hite, Ellen DeGeneres Nhiều người tham gia Những người yêu thích truyền hình trỗi dậy và tỏa sáng Đã đến lúc ăn mừng điều tốt nhất vào ban ngày.",0,Vietnamese,Celebrity,train
"Laverne Cox và Rob Lowe hoan nghênh Caitlyn Jenner cho bài phát biểu của ESPYS Những người nổi tiếng bao gồm LAVERNE COX, ROB LO E và RUSSELL SIMMONS đã đưa lên phương tiện truyền thông xã hội để chúc mừng CAITLYN JENNER vì bài phát biểu chấp nhận mạnh mẽ của cô tại ESPYS vào tối thứ bảy (15Jul15).",0,Vietnamese,Celebrity,train
"Beyonce có một chuyến thăm bất ngờ từ Hillary Clinton Hillary Clinton gần đây đã đến thăm Nữ hoàng ... Bey, đó là",1,Vietnamese,Celebrity,train
"Leonardo DiCaprio cũng rất thích nhìn chằm chằm vào ""Salvator Mundi"", 100 triệu da Vinci Người ta thường không mong đợi tìm thấy Leonardo DiCaprio, Patti Smith, Alex Rodriguez và Jennifer Lopez trong cùng một bữa tiệc (tốt, hai người cuối cùng, có lẽ), nhưng cuối tuần này, cả bốn người trong số 4.500 người tham dự dự kiến đấu giá tại Christie. Ở đó, họ đã có cơ hội để mắt đến Salv Salvator Mundi, một bức tranh của Leonardo da Vinci trước đây bị cho là đã bị quảng cáo là Chuyện The Last da Vinci trộm dẫn đến buổi đấu giá tối nay.",0,Vietnamese,Celebrity,train
"Sự lãng mạn 'đáng xấu hổ' của Tom Hiddleston có phải Taylor Swift đã trả cho anh ta một công việc không? Sự lãng mạn của Yike, Tom Hiddleston và Taylor Swift (showmance?) Thực sự không có tác dụng mà các đội PR của họ đã hy vọng, với việc Tom bị mất một hợp đồng lớn do màn hình ""đáng xấu hổ"".",1,Vietnamese,Celebrity,train
Người đàn ông mới của Scarlett Johansson đã xác nhận họ đang hẹn hò Từ các biên tập viên của HelloGiggles,0,Vietnamese,Celebrity,train
"Kathy Griffin dự đoán sự nghiệp đã kết thúc, ông Trump nói 'đã phá vỡ tôi' Diễn viên hài nổi tiếng Kathy Griffin nói rằng cô ấy không sợ Donald Trump và có kế hoạch tiếp tục chọc cười anh ấy nhưng vẫn cho rằng cô ấy xin lỗi vì một đoạn video miêu tả cô ấy giống như cái đầu đẫm máu, bị cắt đứt của tổng thống.",0,Vietnamese,Celebrity,train
"Sự trả thù đáng gờm Selena Gomez và Orlando Bloom đang nối lại để khiến Miranda Kerr và Justin Bieber ghen tị? Cuối tuần này không phải là lần đầu tiên chúng tôi thấy Selena Gomez và Orlando Bloom cùng nhau, vậy bạn có thể trách chúng tôi vì đã suy đoán không ???",1,Vietnamese,Celebrity,train
"Kevin Hart và Eniko Parrish chào đón em bé Diễn viên hài đã tweet hôm thứ ba rằng vợ anh, Eniko Parrish, đã sinh con trai của họ.",0,Vietnamese,Celebrity,train
"Robert Pattinson Cuối cùng đã có bộ phim thành công - Lời nguyền hoàng hôn? | Celeb Giặt bẩn Robert Pattinson phấn khởi trước thành công của bộ phim sắp ra mắt, Good Good Time. Bộ phim được công chiếu tại Liên hoan phim Cannes và bộ phim và diễn viên đã nhận được sự hoan nghênh kéo dài sáu phút. Cũng có tiếng vang Oscar xung quanh Robert, với một số suy đoán anh có thể nhận được đề cử Nam diễn viên xuất sắc nhất.",1,Vietnamese,Celebrity,train
"Jim Carrey trên hành tinh khác nghĩ rằng loài bò sát ngoài hành tinh cai trị trái đất Truyện tranh Jim Carrey bí mật là tín đồ của một kẻ âm mưu kooky, người tin rằng các loài bò sát ngoài hành tinh điều hành thế giới Ngay cả nuttier, ngôi sao Dumb và Dumber có kế hoạch công khai với cam kết của mình để đánh bại lý thuyết kỳ quái của David Icke",1,Vietnamese,Celebrity,train
"Hướng dẫn thời trang lớn của Victoria Beckham: Posh Spice viết cuốn sách nói với Brits cách ăn mặc Posh chuẩn bị phát hành cuốn sách vào năm tới để đánh dấu 10 năm trong ngành kinh doanh thời trang. Nhà thiết kế chuyển giới Spice Girl được cho là đã hợp tác với biên tập viên tạp chí Vogue Hoa Kỳ Anna intour. Cặp đôi này đã trở thành bạn thân trong những năm gần đây, với intour được cho là động lực đằng sau hướng dẫn.",1,Vietnamese,Celebrity,train
